,Unnamed: 0,Company name,Date,Ticker,Industry,Country,Temperature Rise Limit,Industry Rating,Laggard,Average,Leader,comprehensiveness - % of company footprint covered by target
1082,10690,YUNIPRO PAO,,,,,,,,,,
1083,10691,"YUNDA Holding CO., Ltd.",,,,,,,,,,
1084,10692,"Yunnan Aluminium Co., Ltd.",,,,,,,,,,
1085,10693,"Yunnan Tin Co., Ltd.",,,,,,,,,,
1086,10694,"YUNNAN BAIYAO GROUP CO., LTD",,,,,,,,,,
1087,10695,"Yunnan Energy New Material Co., Ltd.",,,,,,,,,,
1088,10738,"Grifols, S.A.",,,,,,,,,,
1089,10741,POWER GRID CORPORATION OF INDIA LIMITED,,,,,,,,,,
1090,10782,PI INDUSTRIES LIMITED,,,,,,,,,,
1091,10784,Alibaba Pictures Group Limited,,,,,,,,,,
1092,10785,"ZHANGZHOU PIENTZEHUANG PHARMACEUTICAL CO., LTD.",,,,,,,,,,
1093,10822,Oppein Home Group Inc.,,,,,,,,,,
1094,10859,TEVA PHARMACEUTICAL INDUSTRIES LIMITED,,,,,,,,,,
1095,10877,NATIONAL BANK OF GREECE S.A.,,,,,,,,,,
1096,10879,AMOREPACIFIC CORP.,,,,,,,,,,
1097,10880,AMOREPACIFIC Group,,,,,,,,,,
1098,10911,"BEIJING SHUNXIN AGRICULTURE CO.,LTD",,,,,,,,,,
1099,10912,"Henan Shuanghui Investment & Development Co., Ltd.",,,,,,,,,,
1100,10919,SOUTH32 LIMITED,,,,,,,,,,
1101,10921,SOUTHWEST AIRLINES CO.,,,,,,,,,,
1102,10922,"Southwest Securities Co., Ltd.",,,,,,,,,,
1103,10926,THE SOUTHERN COMPANY,,,,,,,,,,
1104,10927,China Southern Airlines Company Limited,,,,,,,,,,
1105,11027,"NRG ENERGY, INC.",,,,,,,,,,
1106,11033,"China Minmetals Rare Earth Co., Ltd.",,,,,,,,,,
1107,11034,"China Northern Rare Earth (Group) High-Tech Co., Ltd.",,,,,,,,,,
1108,11062,"BLACK KNIGHT, INC.",,,,,,,,,,
1109,11085,OCADO GROUP PLC,,,,,,,,,,
1110,11087,"GILEAD SCIENCES, INC.",,,,,,,,,,
1111,11101,Nordea Bank Abp,,,,,,,,,,
1112,11118,Luoyang Xinqianglian Slewing Bearing Co Ltd,,,,,,,,,,
1113,11134,EXXON MOBIL CORPORATION,,,,,,,,,,
1114,11273,FIRST QUANTUM MINERALS LTD.,,,,,,,,,,
1115,11279,DOW INC.,,,,,,,,,,
1116,11285,POWSZECHNY ZAKLAD UBEZPIECZEN SPOLKA AKCYJNA,,,,,,,,,,
1117,11291,ATLANTIA S.P.A.,,,,,,,,,,
1118,11331,Hypera S.A.,,,,,,,,,,
1119,11336,"Hygeia Healthcare Holdings Co., Ltd.",,,,,,,,,,
1120,11337,Jiangsu Hengli Hydraulic Co Ltd,,,,,,,,,,
1121,11338,HYUNDAI STEEL COMPANY,,,,,,,,,,
1122,11339,HYUNDAI MOTOR COMPANY,,,,,,,,,,
1123,11340,"HYUNDAI GLOVIS Co., LTD.",,,,,,,,,,
1124,11601,"Aier Eye Hospital Group Co., Ltd.",,,,,,,,,,
1125,11619,"Nomura Holdings, Inc.",,,,,,,,,,
1126,11620,"Nomura Research Institute, Ltd.",,,,,,,,,,
1127,11621,"Nomura Real Estate Holdings, Inc.",,,,,,,,,,
1128,11624,AMMB HOLDINGS BERHAD,,,,,,,,,,
1129,11637,TCS GROUP HOLDING PLC,,,,,,,,,,
1130,11638,TCL Technology Group Corporation,,,,,,,,,,
1131,11639,"TCL Zhonghuan Renewable Energy Technology Co.,Ltd.",,,,,,,,,,
1132,11640,Coca-Cola HBC AG,,,,,,,,,,
1133,11647,PT Gudang Garam Tbk,,,,,,,,,,
1134,11648,"Guanghui Energy Co., Ltd.",,,,,,,,,,
1135,11649,GUANGDONG INVESTMENT LIMITED,,,,,,,,,,
1136,11650,Weihai Guangwei Composites Co Ltd,,,,,,,,,,
1137,11652,"Guangdong Haid Group Co., Limited",,,,,,,,,,
1138,11655,Guangzhou Haige Communications Group Incorporated Company,,,,,,,,,,
1139,11656,"Guangzhou Tinci Materials Technology Co., Ltd",,,,,,,,,,
1140,11768,EMAAR PROPERTIES (P.J.S.C),,,,,,,,,,
1141,11769,Emaar The Economic City SJSC,,,,,,,,,,
1142,11782,"Shanghai Jin Jiang International Hotels Co., Ltd.",,,,,,,,,,
1143,11783,China Jinmao Holdings Group Limited,,,,,,,,,,
1144,11784,"TANGSHAN JIDONG CEMENT CO.,LTD.",,,,,,,,,,
1145,11785,"Jinke Property Group Co., Ltd.",,,,,,,,,,
1146,11786,"FAW Jiefang Group Co.,Ltd",,,,,,,,,,
1147,11788,"Dong-E-E-Jiao Co., Ltd.",,,,,,,,,,
1148,11789,Jiangxi Zhengbang Technology Co. Ltd.,,,,,,,,,,
1149,11790,Jiangsu Expressway Company Limited,,,,,,,,,,
1150,11791,"JIANGXI SPECIAL ELECTRIC MOTOR CO.,LTD",,,,,,,,,,
1151,11864,"Ajinomoto Co., Inc.",,,,,,,,,,
1152,11911,Demant A/S,,,,,,,,,,
1153,11915,TIS Inc.,,,,,,,,,,
1154,11919,JOLLIBEE FOODS CORP.,,,,,,,,,,
1155,11925,INDUSTRIES TOROMONT LTEE,,,,,,,,,,
1156,11927,Garmin Ltd.,,,,,,,,,,
1157,11928,NICE LTD,,,,,,,,,,
1158,11929,Beigene Ltd,,,,,,,,,,
1159,11930,Nutrien Ltd.,,,,,,,,,,
1160,11931,ABB Ltd,,,,,,,,,,
1161,11957,SMURFIT KAPPA GROUP PUBLIC LIMITED COMPANY,,,,,,,,,,
1162,11970,CYFROWY POLSAT SPOLKA AKCYJNA,,,,,,,,,,
1163,11988,HelloFresh SE,,,,,,,,,,
1164,11989,HELLENIC TELECOMMUNICATIONS ORGANIZATION S.A.,,,,,,,,,,
1165,11990,FIRSTENERGY CORP.,,,,,,,,,,
1166,12004,Embracer Group AB,,,,,,,,,,
1167,12031,ZTE Corporation,,,,,,,,,,
1168,12035,CAPGEMINI SE,,,,,,,,,,
1169,12036,CAPITALAND INVESTMENT LIMITED,,,,,,,,,,
1170,12037,CAPITEC BANK HOLDINGS LIMITED,,,,,,,,,,
1171,12038,CapitaLand Integrated Commercial Trust,,,,,,,,,,
1172,12039,ARCH CAPITAL GROUP LTD.,,,,,,,,,,
1173,12040,"GT CAPITAL HOLDINGS, INC.",,,,,,,,,,
1174,12042,Mitsubishi HC Capital Inc.,,,,,,,,,,
1175,12043,CAPITAL ONE FINANCIAL CORPORATION,,,,,,,,,,
1176,12044,China International Capital Corporation Limited,,,,,,,,,,
1177,12116,STOCKLAND CORPORATION LTD,,,,,,,,,,
1178,12117,Stora Enso Oyj,,,,,,,,,,
1179,12119,EXTRA SPACE STORAGE INC.,,,,,,,,,,
1180,12121,"ROSS STORES, INC.",,,,,,,,,,
1181,12122,"BURLINGTON STORES, INC.",,,,,,,,,,
1182,12124,LONDON STOCK EXCHANGE GROUP PLC,,,,,,,,,,
1183,12195,Pou Chen Corporation,,,,,,,,,,
1184,12205,Restaurant Brands International Inc.,,,,,,,,,,
1185,12218,"Hengyi Petrochemical Co., Ltd.",,,,,,,,,,
1186,12219,"HENGLI PETROCHEMICAL CO., LTD.",,,,,,,,,,
1187,12220,"Jiangsu Hengrui Pharmaceuticals Co.,Ltd",,,,,,,,,,
1188,12221,HENGAN INTERNATIONAL GROUP COMPANY LIMITED,,,,,,,,,,
1189,12223,"Hengtong Optic-Electric CO.,LTD",,,,,,,,,,
1190,12224,"HENRY SCHEIN, INC.",,,,,,,,,,
1191,12226,"JACK HENRY & ASSOCIATES, INC.",,,,,,,,,,
1192,12307,DNB BANK ASA,,,,,,,,,,
1193,12308,TELENOR ASA,,,,,,,,,,
1194,12309,ORKLA ASA,,,,,,,,,,
1195,12310,SALMAR ASA,,,,,,,,,,
1196,12311,ADEVINTA ASA,,,,,,,,,,
1197,12312,MOWI ASA,,,,,,,,,,
1198,12314,YARA INTERNATIONAL ASA,,,,,,,,,,
1199,12316,AKER BP ASA,,,,,,,,,,
1200,12418,Osotspa Public Company Limited,,,,,,,,,,
1201,12420,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SPOLKA AKCYJNA,,,,,,,,,,
1202,12511,ROYAL CARIBBEAN CRUISES LTD.,,,,,,,,,,
1203,12518,SYNCHRONY FINANCIAL,,,,,,,,,,
1204,12530,AMPOL LIMITED,,,,,,,,,,
1205,12546,"INDUSTRIAS PENOLES, S.A.B. DE C.V.",,,,,,,,,,
1206,12547,PearlAbyss Corp.,,,,,,,,,,
1207,12548,Pegatron Corporation,,,,,,,,,,
1208,12549,PEARSON PLC,,,,,,,,,,
1209,12550,PEMBINA PIPELINE CORPORATION,,,,,,,,,,
1210,12641,BRASKEM S.A.,,,,,,,,,,
1211,12642,BRAMBLES LIMITED,,,,,,,,,,
1212,12644,Petroleo Brasileiro S.A. (Petrobras),,,,,,,,,,
1213,12646,TELEFONICA BRASIL S.A.,,,,,,,,,,
1214,12647,"CONSTELLATION BRANDS, INC.",,,,,,,,,,
1215,12648,NEWELL BRANDS INC.,,,,,,,,,,
1216,12649,"CONAGRA BRANDS, INC.",,,,,,,,,,
1217,12650,"YUM! Brands, Inc.",,,,,,,,,,
1218,12651,Allegro.eu SA,,,,,,,,,,
1219,12655,DANAHER CORPORATION,,,,,,,,,,
1220,12657,DABUR INDIA LIMITED,,,,,,,,,,
1221,12695,GERDAU S.A.,,,,,,,,,,
1222,12720,"FIRST CITIZENS BANCSHARES, INC.",,,,,,,,,,
1223,12727,KUBOTA CORPORATION,,,,,,,,,,
1224,12735,The Siam Cement Public Company Limited,,,,,,,,,,
1225,12741,CHEMIN DE FER CANADIEN PACIFIQUE LIMITEE,,,,,,,,,,
1226,12744,SANLAM LIMITED,,,,,,,,,,
1227,12746,ACC LIMITED,,,,,,,,,,
1228,12882,TATNEFT' PAO,,,,,,,,,,
1229,12883,TATA MOTORS LIMITED,,,,,,,,,,
1230,12884,TATA STEEL LIMITED,,,,,,,,,,
1231,12885,TATA ELXSI LIMITED,,,,,,,,,,
1232,12886,TATA CONSULTANCY SERVICES LIMITED,,,,,,,,,,
1233,12887,TATA CONSUMER PRODUCTS LIMITED,,,,,,,,,,
1234,12888,THE TATA POWER COMPANY LIMITED,,,,,,,,,,
1235,13022,Svenska Handelsbanken AB,,,,,,,,,,
1236,13023,Svenska Cellulosa Aktiebolaget SCA,,,,,,,,,,
1237,13032,QL RESOURCES BERHAD,,,,,,,,,,
1238,13033,"ADVANCE AUTO PARTS, INC.",,,,,,,,,,
1239,13046,DLF LIMITED,,,,,,,,,,
1240,13053,OCCIDENTAL PETROLEUM CORPORATION,,,,,,,,,,
1241,13072,"TONGWEI CO.,LTD",,,,,,,,,,
1242,13073,Tongcheng Travel Holdings Limited,,,,,,,,,,
1243,13074,"TongFu Microelectronics Co., Ltd.",,,,,,,,,,
1244,13075,"TONGKUN GROUP CO.,LTD",,,,,,,,,,
1245,13076,"BEIJING TONGRENTANG CO., LTD",,,,,,,,,,
1246,13139,ArcelorMittal SA,,,,,,,,,,
1247,13142,ARCHER-DANIELS-MIDLAND COMPANY,,,,,,,,,,
1248,13146,"Arca Continental, S.A.B. de C.V.",,,,,,,,,,
1249,13219,"COWAY Co., Ltd.",,,,,,,,,,
1250,13224,"Kweichow Moutai Co., Ltd.",,,,,,,,,,
1251,13227,CHEVRON CORPORATION,,,,,,,,,,
1252,13228,Cheil Worldwide Inc,,,,,,,,,,
1253,13229,CJ CheilJedang Corporation,,,,,,,,,,
1254,13230,"CHENIERE ENERGY, INC.",,,,,,,,,,
1255,13232,EMS-CHEMIE HOLDING AG,,,,,,,,,,
1256,13234,"Chengtun Mining Group Co., Ltd.",,,,,,,,,,
1257,13297,EXACT SCIENCES CORPORATION,,,,,,,,,,
1258,13319,China Oilfield Services Limited,,,,,,,,,,
1259,13321,S-Oil Corporation,,,,,,,,,,
1260,13322,MARATHON OIL CORPORATION,,,,,,,,,,
1261,13326,Thai Oil Public Company Limited,,,,,,,,,,
1262,13328,OIL AND NATURAL GAS CORPORATION LIMITED,,,,,,,,,,
1263,13349,LG ELECTRONICS INC.,,,,,,,,,,
1264,13353,FIFTH THIRD BANCORP,,,,,,,,,,
1265,13362,QATAR NATIONAL BANK (Q.P.S.C.),,,,,,,,,,
1266,13364,THE WESTERN UNION COMPANY,,,,,,,,,,
1267,13367,"Wuchan Zhongda Group Co., Ltd.",,,,,,,,,,
1268,13457,ICL GROUP LTD,,,,,,,,,,
1269,13468,"OBIC Co.,Ltd.",,,,,,,,,,
1270,13474,Mazda Motor Corporation,,,,,,,,,,
1271,13485,Knorr-Bremse Aktiengesellschaft,,,,,,,,,,
1272,13498,Xcel Energy Inc.,,,,,,,,,,
1273,13500,Continental Aktiengesellschaft,,,,,,,,,,
1274,13504,"Concordia Financial Group, Ltd.",,,,,,,,,,
1275,13525,DENSO CORPORATION,,,,,,,,,,
1276,13526,AVERY DENNISON CORPORATION,,,,,,,,,,
1277,13527,DENTSU GROUP INC.,,,,,,,,,,
1278,13528,DENTSPLY SIRONA INC.,,,,,,,,,,
1279,13529,NITTO DENKO CORPORATION,,,,,,,,,,
1280,13530,"Eisai Co., Ltd.",,,,,,,,,,
1281,13538,"ROKU, INC.",,,,,,,,,,
1282,13547,Euronext N.V.,,,,,,,,,,
1283,13550,KAJIMA CORPORATION,,,,,,,,,,
1284,13570,WPG HOLDINGS LIMITED,,,,,,,,,,
1285,13577,"IBIDEN CO.,LTD.",,,,,,,,,,
1286,13578,"Ferrovial, S.A.",,,,,,,,,,
1287,13580,Compagnie des chemins de fer nationaux du Canada,,,,,,,,,,
1288,13581,FERGUSON PLC,,,,,,,,,,
1289,13582,Ferrari N.V.,,,,,,,,,,
1290,13583,Jinxin Fertility Group Limited,,,,,,,,,,
1291,13584,NEWCREST MINING LIMITED,,,,,,,,,,
1292,13593,"CF INDUSTRIES HOLDINGS, INC.",,,,,,,,,,
1293,13599,"HEALTHPEAK PROPERTIES, INC.",,,,,,,,,,
1294,13601,"Mitsubishi Heavy Industries, Ltd.",,,,,,,,,,
1295,13602,"HYUNDAI HEAVY INDUSTRIES CO.,LTD.",,,,,,,,,,
1296,13605,"Riyue Heavy Industry Co., Ltd.",,,,,,,,,,
1297,13607,IHH HEALTHCARE BERHAD,,,,,,,,,,
1298,13608,"MOLINA HEALTHCARE, INC.",,,,,,,,,,
1299,13749,BB Seguridade Participacoes S.A.,,,,,,,,,,
1300,13750,BlackBerry Limited,,,,,,,,,,
1301,13751,BBMG Corporation,,,,,,,,,,
1302,13759,KOREA ZINC INC,,,,,,,,,,
1303,13760,"KOREA AEROSPACE INDUSTRIES, LTD.",,,,,,,,,,
1304,13762,KOREA ELECTRIC POWER CORPORATION,,,,,,,,,,
1305,13763,"Korea Investment Holdings Co., Ltd",,,,,,,,,,
1306,13767,"EQUITY LIFESTYLE PROPERTIES, INC.",,,,,,,,,,
1307,13787,PETRONET LNG LIMITED,,,,,,,,,,
1308,13793,BP P.L.C.,,,,,,,,,,
1309,13809,DEERE & COMPANY,,,,,,,,,,
1310,13825,Epiroc Aktiebolag,,,,,,,,,,
1311,13826,SEIKO EPSON CORPORATION,,,,,,,,,,
1312,13837,PGE POLSKA GRUPA ENERGETYCZNA SPOLKA AKCYJNA,,,,,,,,,,
1313,13839,EXXARO RESOURCES LIMITED,,,,,,,,,,
1314,13854,LIBERTY MEDIA CORP,,,,,,,,,,
1315,13887,THE MOSAIC COMPANY,,,,,,,,,,
1316,13888,MOSENERGO PAO,,,,,,,,,,
1317,13911,AURIZON HOLDINGS LIMITED,,,,,,,,,,
1318,13915,"PULTEGROUP, INC.",,,,,,,,,,
1319,13916,PUBLICIS GROUPE SA,,,,,,,,,,
1320,13917,PUMA SE,,,,,,,,,,
1321,13918,Evolution AB (publ),,,,,,,,,,
1322,13919,Lifco AB (publ),,,,,,,,,,
1323,13920,Essity Aktiebolag (publ),,,,,,,,,,
1324,13921,"SHANGHAI PUDONG DEVELOPMENT BANK CO., LTD.",,,,,,,,,,
1325,13922,PT Indah Kiat Pulp & Paper Tbk,,,,,,,,,,
1326,13923,"Shanghai Putailai New Energy Technology Co., Ltd.",,,,,,,,,,
1327,14165,SEI INVESTMENTS COMPANY,,,,,,,,,,
1328,14167,NISSHIN SEIFUN GROUP INC.,,,,,,,,,,
1329,14186,WATERS CORPORATION,,,,,,,,,,
1330,14187,Willis Towers Watson Public Limited Company,,,,,,,,,,
1331,14188,Kurita Water Industries Ltd.,,,,,,,,,,
1332,14190,BEIJING ENTERPRISES WATER GROUP LIMITED,,,,,,,,,,
1333,14191,Qatar Electricity and Water Company Q.P.S.C.,,,,,,,,,,
1334,14258,Truist Financial Corporation,,,,,,,,,,
1335,14260,"CBRE GROUP, INC.",,,,,,,,,,
1336,14266,JMT Network Services Public Company Limited,,,,,,,,,,
1337,14274,BCE Inc.,,,,,,,,,,
1338,14275,CITY DEVELOPMENTS LIMITED,,,,,,,,,,
1339,14276,THE PROGRESSIVE CORPORATION,,,,,,,,,,
1340,14299,Tsingtao Brewery Company Limited,,,,,,,,,,
1341,14307,AYALA CORPORATION,,,,,,,,,,
1342,14308,AYALA LAND INC.,,,,,,,,,,
1343,14313,Reinet Investments S.C.A.,,,,,,,,,,
1344,14314,GLP J-REIT,,,,,,,,,,
1345,14315,"Nippon Prologis REIT, Inc.",,,,,,,,,,
1346,14316,DAIWA HOUSE REIT INVESTMENT CORPORATION,,,,,,,,,,
1347,14405,TotalEnergies SE,,,,,,,,,,
1348,14406,TOTO LTD.,,,,,,,,,,
1349,14407,TOTVS S.A.,,,,,,,,,,
1350,14408,ADANI TOTAL GAS LIMITED,,,,,,,,,,
1351,14427,China Everbright Environment Group Limited,,,,,,,,,,
1352,14428,"Zhejiang Weiming Environment Protection Co., Ltd.",,,,,,,,,,
1353,14429,"Shanxi Lu'an Environmental Energy Dev. Co., Ltd",,,,,,,,,,
1354,14430,UNIBAIL-RODAMCO-WESTFIELD SE,,,,,,,,,,
1355,14431,KUMBA IRON ORE LIMITED,,,,,,,,,,
1356,14432,KION GROUP AG,,,,,,,,,,
1357,14465,"Mitsui Fudosan Co., Ltd.",,,,,,,,,,
1358,14487,"MISTER CAR WASH, INC.",,,,,,,,,,
1359,14520,BGF Retail Co Ltd,,,,,,,,,,
1360,14521,HSBC HOLDINGS PLC,,,,,,,,,,
1361,14530,"THE WILLIAMS COMPANIES, INC.",,,,,,,,,,
1362,14563,REGENCY CENTERS CORPORATION,,,,,,,,,,
1363,14564,"REGENERON PHARMACEUTICALS, INC.",,,,,,,,,,
1364,14575,KOMATSU LTD.,,,,,,,,,,
1365,14576,"Komercni banka, a.s.",,,,,,,,,,
1366,14577,TRUBNAYA METALLURGICHESKAYA KOMPANIYA PAO,,,,,,,,,,
1367,14579,MERCK Kommanditgesellschaft auf Aktien,,,,,,,,,,
1368,14580,"Jiugui Liquor Co., Ltd.",,,,,,,,,,
1369,14612,"NEUROCRINE BIOSCIENCES, INC.",,,,,,,,,,
1370,14616,WPP PLC,,,,,,,,,,
1371,14632,"ARISTA NETWORKS, INC.",,,,,,,,,,
1372,14633,ARISTOCRAT LEISURE LIMITED,,,,,,,,,,
1373,14637,SCG PACKAGING PUBLIC COMPANY LIMITED,,,,,,,,,,
1374,14639,SCENTRE GROUP,,,,,,,,,,
1375,14640,"Shanghai Construction Group Co., Ltd.",,,,,,,,,,
1376,14653,"Cboe Global Markets, Inc.",,,,,,,,,,
1377,14669,HAP SENG CONSOLIDATED BERHAD,,,,,,,,,,
1378,14670,BANK HAPOALIM B.M.,,,,,,,,,,
1379,14671,Hapvida Participacoes e Investimentos S/A,,,,,,,,,,
1380,14704,TDK CORPORATION,,,,,,,,,,
1381,14715,MERCURY NZ LIMITED,,,,,,,,,,
1382,14724,RAYTHEON TECHNOLOGIES CORPORATION,,,,,,,,,,
1383,14725,Raytron Technology Co Ltd,,,,,,,,,,
1384,14726,Masraf Al Rayan (Q.P.S.C.),,,,,,,,,,
1385,14727,"RAYMOND JAMES FINANCIAL, INC.",,,,,,,,,,
1386,14768,"TBEA CO., LTD.",,,,,,,,,,
1387,14769,INTERNATIONAL BUSINESS MACHINES CORPORATION,,,,,,,,,,
1388,14773,"Sichuan Hebang Biotechnology Co., Ltd.",,,,,,,,,,
1389,14851,Aon plc,,,,,,,,,,
1390,14872,MCDONALD'S CORPORATION,,,,,,,,,,
1391,14893,Takeda Pharmaceutical Company Limited,,,,,,,,,,
1392,14910,ORIGIN ENERGY LIMITED,,,,,,,,,,
1393,14912,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS S.A.,,,,,,,,,,
1394,14946,Zhejiang Semir Garment Co Ltd,,,,,,,,,,
1395,14957,SOFINA S.A.,,,,,,,,,,
1396,14958,SoftBank Corp.,,,,,,,,,,
1397,14960,SoftBank Group Corp.,,,,,,,,,,
1398,14962,SOCIETE AURIFERE BARRICK,,,,,,,,,,
1399,15065,MBANK SPOLKA AKCYJNA,,,,,,,,,,
1400,15069,"JONJEE HI-TECH INDUSTRIAL AND COMMERCIAL HOLDING CO.,LTD",,,,,,,,,,
1401,15070,"HIKARI TSUSHIN, INC.",,,,,,,,,,
1402,15071,HIKMA PHARMACEUTICALS PUBLIC LIMITED COMPANY,,,,,,,,,,
1403,15072,Taiwan High Speed Rail Corporation,,,,,,,,,,
1404,15075,Beijing-Shanghai High Speed Railway Co Ltd,,,,,,,,,,
1405,15076,"Yuan Longping High-tech Agriculture Co., Ltd.",,,,,,,,,,
1406,15172,"THE TRADE DESK, INC.",,,,,,,,,,
1407,15174,Huizhou Desay SV Automotive Co Ltd,,,,,,,,,,
1408,15189,SEGRO PUBLIC LIMITED COMPANY,,,,,,,,,,
1409,15191,TuSimple Holdings Inc,,,,,,,,,,
1410,15192,POWER CORPORATION DU CANADA,,,,,,,,,,
1411,15193,Powerchip Semiconductor Manufacturing Corporation,,,,,,,,,,
1412,15197,NORTHLAND POWER INC.,,,,,,,,,,
1413,15198,ACWA POWER Company,,,,,,,,,,
1414,15199,ADANI POWER LIMITED,,,,,,,,,,
1415,15201,Voltronic Power Technology Corp,,,,,,,,,,
1416,15314,Gland Pharma Ltd,,,,,,,,,,
1417,15315,ROYALTY PHARMA PLC,,,,,,,,,,
1418,15316,AUROBINDO PHARMA LTD,,,,,,,,,,
1419,15317,Astellas Pharma Inc.,,,,,,,,,,
1420,15520,SVB FINANCIAL GROUP,,,,,,,,,,
1421,15529,"WASTE MANAGEMENT, INC.",,,,,,,,,,
1422,15530,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC",,,,,,,,,,
1423,15554,Orsted A/S,,,,,,,,,,
1424,15557,SPAR Group Ltd,,,,,,,,,,
1425,15565,"Nien Made Enterprise Co., Ltd.",,,,,,,,,,
1426,15583,Industries Qatar Q.P.S.C,,,,,,,,,,
1427,15584,Qatar Islamic Bank (Q.P.S.C),,,,,,,,,,
1428,15587,QATAR INTERNATIONAL ISLAMIC BANK (Q.P.S.C.),,,,,,,,,,
1429,15605,Deutsche Post AG,,,,,,,,,,
1430,15607,Deutsche Telekom AG,,,,,,,,,,
1431,15609,Deutsche Bank Aktiengesellschaft,,,,,,,,,,
1432,15610,Telefonica Deutschland Holding AG,,,,,,,,,,
1433,15611,DCC PUBLIC LIMITED COMPANY,,,,,,,,,,
1434,15616,MEITUAN,,,,,,,,,,
1435,15617,CHINA MEIDONG AUTO HOLDINGS LIMITED,,,,,,,,,,
1436,15618,"Shanxi Meijin Energy Co., Ltd.",,,,,,,,,,
1437,15619,"Meiji Holdings Co.,Ltd.",,,,,,,,,,
1438,15631,D'Ieteren Group NV,,,,,,,,,,
1439,15636,"WORKDAY, INC.",,,,,,,,,,
1440,15638,WOOLWORTHS HOLDINGS LIMITED,,,,,,,,,,
1441,15639,WOOLWORTHS GROUP LIMITED,,,,,,,,,,
1442,15640,WOODSIDE ENERGY GROUP LTD,,,,,,,,,,
1443,15642,ILLINOIS TOOL WORKS INC.,,,,,,,,,,
1444,15645,Woori Financial Group Inc.,,,,,,,,,,
1445,15666,"SYNOPSYS, INC.",,,,,,,,,,
1446,15667,Synnex Technology International Corp.,,,,,,,,,,
1447,15669,GLOBAL POWER SYNERGY PUBLIC COMPANY LIMITED,,,,,,,,,,
1448,15679,INTERNATIONAL FLAVORS & FRAGRANCES INC.,,,,,,,,,,
1449,15680,Banque Saudi Fransi SJSC,,,,,,,,,,
1450,15681,West Fraser Timber Co. Ltd.,,,,,,,,,,
1451,15846,GLOBE LIFE INC.,,,,,,,,,,
1452,15847,GLENCORE PLC,,,,,,,,,,
1453,15849,XINYI GLASS HOLDINGS LIMITED,,,,,,,,,,
1454,15850,"Flat Glass Group Co., Ltd.",,,,,,,,,,
1455,15851,"FUYAO GLASS INDUSTRY GROUP CO., LTD.",,,,,,,,,,
1456,15852,PARAMOUNT GLOBAL,,,,,,,,,,
1457,15854,CARRIER GLOBAL CORPORATION,,,,,,,,,,
1458,15855,GLOBAL PAYMENTS INC.,,,,,,,,,,
1459,15977,POLYMETAL INTERNATIONAL PLC,,,,,,,,,,
1460,15979,PT Charoen Pokphand Indonesia Tbk,,,,,,,,,,
1461,15981,DINO POLSKA SPOLKA AKCYJNA,,,,,,,,,,
1462,15984,KGHM POLSKA MIEDZ SPOLKA AKCYJNA,,,,,,,,,,
1463,15985,"Poly Developments and Holdings Group Co., Ltd.",,,,,,,,,,
1464,16006,CIPLA LIMITED,,,,,,,,,,
1465,16009,Chocoladefabriken Lindt & Spruengli AG,,,,,,,,,,
1466,16010,"Chongqing Brewery Co., Ltd.",,,,,,,,,,
1467,16011,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,,,,,,,,,,
1468,16014,"Chongqing Rural Commercial Bank Co., Ltd.",,,,,,,,,,
1469,16015,Chongqing Fuling Zhacai Group Co Ltd,,,,,,,,,,
1470,16273,BORGWARNER INC.,,,,,,,,,,
1471,16281,KT&G Corporation,,,,,,,,,,
1472,16283,"Odakyu Electric Railway Co.,Ltd.",,,,,,,,,,
1473,16285,HOSHIZAKI CORPORATION,,,,,,,,,,
1474,16286,"HOST HOTELS & RESORTS, INC.",,,,,,,,,,
1475,16287,APOLLO HOSPITALS ENTERPRISE LIMITED,,,,,,,,,,
1476,16289,Bumrungrad Hospital Public Company Limited,,,,,,,,,,
1477,16339,THALES SA,,,,,,,,,,
1478,16340,Holcim AG,,,,,,,,,,
1479,16341,"HOLOGIC, INC.",,,,,,,,,,
1480,16342,INVITATION HOMES INC.,,,,,,,,,,
1481,16343,AMERICAN HOMES 4 RENT,,,,,,,,,,
1482,16344,Schindler Holding AG,,,,,,,,,,
1483,16345,LUFAX HOLDING LTD,,,,,,,,,,
1484,16346,Baloise Holding AG,,,,,,,,,,
1485,16347,Heineken Holding N.V.,,,,,,,,,,
1486,16348,Bachem Holding AG,,,,,,,,,,
1487,16349,Commercial International Bank (Egypt) S.A.E.,,,,,,,,,,
1488,16355,NN Group N.V.,,,,,,,,,,
1489,16372,"Banco Bilbao Vizcaya Argentaria, S.A.",,,,,,,,,,
1490,16393,Alcon AG,,,,,,,,,,
1491,16394,ALCOA CORPORATION,,,,,,,,,,
1492,16429,"CANADIAN TIRE CORPORATION, LIMITED",,,,,,,,,,
1493,16430,"HANKOOK TIRE & TECHNOLOGY CO., LTD.",,,,,,,,,,
1494,16443,Mesaieed Petrochemical Holding Company Q.P.S.C.,,,,,,,,,,
1495,16445,LARGAN Precision Co Ltd,,,,,,,,,,
1496,16466,IDP EDUCATION LIMITED,,,,,,,,,,
1497,16471,"Liaoning Port Co., Ltd.",,,,,,,,,,
1498,16472,"Shanghai International Port (Group) Co., Ltd.",,,,,,,,,,
